"CODIGOINE","SUPERFICIE","ALTITUD","LONGITUD_ETRS89","LATITUD_ETRS89","EDAD_MEDIA","de0.18","de19.67","masde68","de0.12","HOMBRES","MUJERES"
"07048",15938.3825,200,1.29287595,38.92188093,39.58638503,4506,19233,2394,3182,13507,12626
"07049",3853.5875,142,3.03858511,39.59697822,46.50968992,376,1179,509,283,1018,1046
"07050",12165.9265,197,1.51409527,39.07784991,42.98794592,1077,4127,935,764,3129,3010
"07051",8208.2701,77,3.28575127,39.61076123,41.85422671,1635,5470,1223,1138,4116,4212
"07052",3468.75,58,4.25863295,39.84899059,43.12568306,1234,4666,1054,748,3506,3448
"07053",2025.1605,129,2.83985105,39.62413133,43.02480339,319,1092,242,213,831,822
"07054",15358.4685,53,1.52911819,38.98383613,40.39934435,6352,26395,3858,4349,18615,17990
"07055",8650.5626,92,3.10127212,39.70308972,41.58545886,2128,8040,1633,1480,6007,5794
"07056",3761.8673,129,2.77975044,39.64709883,41.20560748,1518,4477,1067,1011,3500,3562
"07057",12486.3057,59,3.12944446,39.35450328,43.11834685,1919,7704,1725,1290,5666,5682
"07058",4874.7562,200,2.90186218,39.7553522,43.9201344,724,2473,672,511,1940,1929
"07059",3911.8899,42,3.05568485,39.33869409,44.32798354,783,3289,788,530,2451,2409
"07060",4773.6825,142,3.01060535,39.64286417,43.07525405,727,2266,648,492,1794,1847
"07061",4279.8259,37,2.71413767,39.7644573,43.98385476,2239,9303,2394,1437,7009,6927
"07062",4256.452,80,3.36006337,39.62043877,40.59094541,2108,7829,1328,1400,5631,5634
"07063",4292.5304,409,2.62218352,39.70926921,45.31384615,296,1303,351,197,986,964
"07064",1163.44,16,4.28966629,39.87832753,42.7383903,1266,5042,1035,792,3711,3632
"07065",2395.7809,96,3.08744135,39.56790262,42.23695438,618,1914,515,441,1516,1531
"07901",2313.7771,115,3.11196402,39.65016306,48.30796253,132,499,223,97,454,400
"07902",3144,107,4.051704,39.94614691,44.26622419,207,907,242,129,679,677
"08001",1998.4019,106,1.90221018,41.51794352,40.12699183,2723,8042,1598,1878,6283,6080
"08002",4313.9082,533,1.62936702,41.74831278,45.85171103,48,164,51,33,142,121
"08003",967.6432,92,2.29439029,41.49387798,43.85090909,1816,6194,1615,1223,4704,4921
"08004",1381.1882,857,2.10093622,42.11918767,43.53790614,53,178,46,34,144,133
"08005",1412.9743,292,2.2625552,41.67042597,41.13372371,1780,5624,964,1113,4228,4140
"08006",645.3605,13,2.54953867,41.58055665,44.99622592,2637,9773,2958,1769,7457,7911
"08007",2072.7071,121,2.53985948,41.60908914,42.09269019,1811,5621,1296,1185,4380,4348
"08008",4725.5163,741,1.44349093,41.59766695,45.5,28,157,35,24,113,107
"08009",2526.0063,87,2.40073304,41.55414605,42.34171268,2485,7809,1839,1567,5947,6186
"08010",1787.685,339,1.95102866,41.799633,42.72641003,1059,3653,873,730,2822,2763
"08011",2715.5037,677,1.82510758,42.07523966,44.68563806,413,1420,416,284,1112,1137
"08012",6280.7048,364,1.97121783,41.86339433,45.01116071,410,1386,444,263,1119,1121
"08013",2934.9491,276,1.77692952,41.36153844,44.66787659,288,1079,286,188,873,780
"08014",799.7374,405,2.25066785,41.76840775,45.59148767,427,1593,494,279,1204,1310
"08015",2094.933,23,2.24625368,41.45262481,42.80733664,40573,140316,34959,27403,106216,109632
"08016",4310.7944,787,1.86189664,42.25270053,48.80176826,290,1374,485,188,1061,1088
"08017",1724.78,545,2.23355625,41.81419402,41.92005457,731,2428,506,496,1844,1821
"08018",3670.5714,329,1.87760063,41.86322949,47.02530864,475,2115,650,309,1618,1622
"08019",9821.1086,13,2.17634927,41.38424664,44.97106445,244441,1061185,315183,165126,766625,854184
"08020",5038.8309,369,1.92397654,41.33070635,39.80395315,1582,4536,712,1037,3375,3455
"08021",3106.0666,645,1.43413553,41.51706258,56.33783784,3,48,23,1,46,28
"08022",2253.9283,722,1.8440247,42.10328874,45.51076637,2759,10124,3232,1851,7945,8170
"08023",2914.7869,309,2.22171953,41.67774086,41.05236128,1935,5892,1130,1251,4569,4388
"08024",4356.2867,853,1.99399235,42.13544837,48.2125,66,304,110,34,267,213
"08025",4743.8028,475,1.7826575,41.57903397,40.37877264,428,1324,236,306,1073,915
"08026",4118.54,838,2.30594351,41.8171574,40.85658915,60,159,39,43,139,119
"08027",118.9495,251,1.68926987,41.37112957,40.16789863,232,606,109,148,484,463
"08028",1709.15,301,1.70296958,41.47829181,41.84970674,264,930,170,184,724,640
"08029",901.6612,104,2.39258336,41.52804539,42.62777536,878,3061,655,560,2325,2269
"08030",698.5584,150,2.36829644,41.52584282,40.86376096,1641,4815,840,956,3602,3694
"08031",922.3368,688,1.5114597,41.73400265,43.54155882,656,2174,647,472,1776,1701
"08032",73.6339,7,2.52733996,41.56984859,44.68473255,490,1841,492,312,1356,1467
"08033",3764.7914,205,2.16488078,41.63121718,42.75714203,3366,11081,2740,2211,8524,8663
"08034",3303.012,553,1.99225057,41.78919345,43.77650728,179,634,149,127,497,465
"08035",786.414,5,2.65807435,41.61378676,44.3384016,3220,11865,3396,2130,9015,9466
"08036",3712.8,611,1.4819908,41.76399656,49.11111111,31,113,54,19,100,98
"08037",571.94,489,2.28367149,41.9260391,42.13900245,449,1658,339,317,1238,1208
"08038",1239.38,261,1.78419181,41.78274113,41.79293662,440,1292,335,304,1008,1059
"08039",741.5436,313,2.46316202,41.72478625,42.17670683,98,336,64,55,260,238
"08040",631.5946,17,2.58263796,41.58963398,44.17250225,2731,9034,2658,1845,7008,7415
"08041",676.2629,181,2.27806994,41.62465146,40.05568287,3563,10473,2109,2456,8326,7819
"08042",2861.7526,349,2.35467704,41.69378551,42.09394357,585,1881,440,380,1472,1434
"08043",1399.0628,141,1.72239127,41.28683284,41.16020966,929,2935,524,608,2251,2137
"08044",292.01,317,1.6863149,41.53137121,44.3492823,941,3303,981,613,2582,2643
"08045",3431.2295,1279,1.75302449,42.07824313,40.05050505,26,61,12,21,47,52
"08046",1223.9161,195,2.35643981,41.63857345,40.68665568,4006,11760,2444,2714,8951,9259
"08047",6642.52,503,1.6814463,41.9137431,48.39678511,700,2891,1137,475,2316,2412
"08048",1133.04,331,1.62095444,41.5312096,44.84955752,145,501,145,92,407,384
"08049",2937.5552,618,1.84259328,42.01371433,48.14643545,226,974,357,169,767,790
"08050",3289.3448,1230,1.76009559,42.11987465,47.55421687,28,102,36,14,96,70
"08051",4516.9547,332,2.08580516,41.61807776,41.52771703,5047,15487,3242,3187,11702,12074
"08052",4683.4367,1397,2.01715654,42.2828734,48.27044025,16,113,30,12,86,73
"08053",2851.5389,144,1.8557986,41.63929401,43.69126589,698,2289,631,449,1856,1762
"08054",3098.35,152,1.98046176,41.47486094,39.50906725,2862,8039,1396,1876,6220,6077
"08055",3396.1974,772,2.14845292,41.75917575,41.03457815,156,474,93,107,373,350
"08056",1281.2345,3,1.97680641,41.27877343,40.81305152,13260,44469,8225,8928,32562,33392
"08057",2480.7051,954,1.94534683,42.17342443,47.39130435,8,50,11,5,40,29
"08058",4718.8062,105,1.63352368,41.26318387,44.14106583,407,1438,388,261,1132,1101
"08059",5938.53,678,1.70126254,41.66958185,43.93636364,82,283,75,59,225,215
"08060",2628.87,480,1.43806257,41.77617894,50.21875,14,107,39,10,91,69
"08061",1728.6945,268,1.8396602,41.67613293,42.0525533,418,1287,312,299,1056,961
"08062",2913.74,484,1.83745179,41.83408104,39.84804298,313,836,154,211,658,645
"08063",2535.23,393,1.70053944,41.59858126,40.88480801,128,382,89,95,289,310
"08064",3175.8714,726,2.12121675,41.75134192,45.59856782,413,1476,485,266,1182,1192
"08065",2870.0326,192,1.61932606,41.32614749,45.48648649,276,975,303,172,772,782
"08066",1637.6185,183,1.89891728,41.44913218,42.10021906,367,1214,245,227,898,928
"08067",1535.05,519,2.21940816,41.79843592,43.15734124,1455,4682,1280,1007,3632,3785
"08068",2420.5388,124,1.95331219,41.39575781,42.25030868,1777,5885,1247,1227,4443,4466
"08069",1806.7,386,1.82790997,41.57016377,40.08944015,1078,2825,491,662,2274,2120
"08070",1513.8,902,2.17489732,41.82557802,42.54142012,73,212,53,49,177,161
"08071",1869.67,430,1.51885626,41.63650072,44.0443038,67,187,62,48,158,158
"08072",1830.6218,242,1.92914739,41.41481133,41.05048826,3081,9587,1771,1996,7220,7219
"08073",681.9648,27,2.07013202,41.35546934,43.51615287,15680,55156,15774,10467,42023,44587
"08074",1333,16,1.67282672,41.20872584,41.90594631,3020,9545,2150,2066,7428,7287
"08075",4077.7947,148,2.4066352,41.59451952,40.80415544,1105,3497,596,745,2622,2576
"08076",2731.71,186,1.86885891,41.54123747,41.55534743,4385,14457,3047,2827,11088,10801
"08077",455.2774,81,2.0840895,41.37211895,45.02383962,7745,28956,9189,5187,21967,23923
"08078",3534.8012,753,1.7837037,42.05372416,49.34166667,28,160,52,18,123,117
"08079",1025.06,872,2.11255619,41.86923785,50.14814815,57,249,99,39,201,204
"08080",2967.4791,1175,1.83665289,42.1816231,54.38095238,6,21,15,3,24,18
"08081",3988.0374,623,2.45368398,41.73523467,41.20305677,107,284,67,77,245,213
"08082",3228.4265,44,2.67967453,41.73903942,43.67196133,257,963,228,149,747,701
"08083",1096,553,2.31949881,41.9390191,39.93472585,595,1401,302,381,1164,1134
"08084",5215.3014,526,1.66917921,41.76332667,44.19405099,248,940,224,156,736,676
"08085",3702.88,660,1.58869173,41.43708059,45.6921944,251,819,288,159,696,662
"08086",2974.1313,181,2.2971592,41.61778924,39.1402165,4418,12976,2190,3147,9961,9623
"08087",1619.9232,506,2.11156373,41.69329008,46.42222222,21,132,27,12,97,83
"08088",1906.9625,250,2.28657941,41.68581739,41.82044545,3301,10332,2351,2169,7752,8232
"08089",3089.1113,10,2.00329904,41.30331666,42.01385964,9264,30342,6932,6259,22830,23708
"08090",3959.5552,480,1.92570947,41.91662143,42.39506173,30,112,20,20,89,73
"08091",2668.1404,162,1.86136831,41.44053414,41.02192081,1568,4750,981,1075,3692,3607
"08092",683.048,470,1.88362316,42.03421419,47.13976705,769,2933,1106,554,2357,2451
"08093",3659.5334,1303,1.78767211,42.25314687,52.85185185,1,22,4,1,15,12
"08094",641.9673,260,1.71977016,41.37737297,40.95265152,443,1397,272,300,1076,1036
"08095",2386.4437,766,2.05700417,41.72551464,52.96153846,4,59,15,3,55,23
"08096",1496.7428,145,2.286177,41.60793085,42.487223,11174,40184,9337,7526,29897,30798
"08097",2314.2173,177,2.50242393,41.73168197,39.83836964,362,880,181,248,718,705
"08098",3711.37,330,1.76706597,41.68029526,42.07387272,679,1946,502,418,1584,1543
"08099",6142.8465,725,1.87777073,42.23117944,48.38716814,122,580,202,72,476,428
"08100",5114.9112,562,2.22222604,41.95552384,41.73432722,522,1740,354,327,1338,1278
"08101",1362.0159,11,2.10138287,41.35977051,43.73183109,43046,166806,47497,29391,124443,132906
"08102",820.37,313,1.61829588,41.57895096,42.871579,7818,24788,6710,5326,19255,20061
"08103",3106.25,402,1.54564515,41.60164387,40.58566221,174,543,106,118,413,410
"08104",5244.4141,610,1.53455398,41.47272968,48.29316338,113,551,199,76,469,394
"08105",300.8802,53,2.19120729,41.51398767,42.28172075,2631,8489,2223,1817,6586,6757
"08106",2765.9218,189,2.39801856,41.63994246,42.88275721,1853,6388,1508,1182,4856,4893
"08107",2236.3989,142,2.23831648,41.61098359,41.86245229,3045,9798,2090,1864,7623,7310
"08108",1077.6089,120,2.24224029,41.59155415,43.36157219,1244,4139,1003,758,3248,3138
"08109",5345.5439,746,2.03574944,42.05096646,42.37634409,57,178,44,42,137,142
"08110",874.7866,2,2.74216721,41.64634039,43.82671028,3286,11838,3221,2148,9181,9164
"08111",1101.1773,583,2.2347449,41.8873102,46.10606061,42,167,55,32,136,128
"08112",1729.4127,460,2.28502818,42.00112671,41.88194132,4141,12772,3094,2838,9984,10023
"08113",4164.4125,237,1.82721026,41.72199594,43.64035555,14155,47500,13497,9718,36748,38404
"08114",1284.2274,79,1.91913747,41.47800328,41.0794769,6008,17595,4078,4008,14100,13581
"08115",364.3257,104,2.23596848,41.52811993,44.35407001,806,3093,843,543,2384,2358
"08116",1622.7368,461,2.29364343,41.99294791,44.61344538,120,455,139,82,355,359
"08117",2218.8831,513,2.23357001,42.02587851,43.1066879,609,2044,487,368,1550,1590
"08118",320.733,26,2.31648978,41.47943758,43.61572484,4144,15322,3822,2814,11209,12079
"08119",1715.28,259,1.81108415,41.50263521,40.08104299,1942,5543,1029,1227,4271,4243
"08120",2529.0706,425,2.027681,41.59921764,40.81950795,2128,5788,1270,1299,4599,4587
"08121",2230.1688,26,2.44658062,41.5408469,41.98795658,24600,82424,19103,17099,62517,63610
"08122",4798.4247,427,1.60956101,41.47602976,44.99155931,453,1351,447,301,1131,1120
"08123",1585.1496,36,2.01736908,41.4132111,41.76259219,5339,16388,3765,3685,12407,13085
"08124",1080.2031,64,2.21349119,41.53924556,41.64322876,10303,33521,7304,6721,25210,25918
"08125",2348.9354,38,2.18796375,41.48680767,40.95271369,7215,23140,4708,4872,17261,17802
"08126",286.1398,34,2.27924608,41.46808596,41.0171093,2381,7869,1498,1739,5788,5960
"08127",1191.23,159,1.84426526,41.61077964,44.03884157,494,1917,524,367,1489,1446
"08128",2199.117,442,2.01344124,41.75953746,46.46824225,104,438,135,58,356,321
"08129",4050.09,811,2.17787241,41.87823488,40.77977162,137,402,74,91,316,297
"08130",2227.5033,726,1.76525378,42.01860035,44.42975207,26,69,26,18,61,60
"08131",484.72,574,2.20940132,42.10946646,44.87291667,184,594,182,138,481,479
"08132",7602.8339,830,1.73396804,42.00721774,47.45315904,68,282,109,52,235,224
"08133",1359.8959,708,1.41541536,41.62552907,53.09803922,13,97,43,8,85,68
"08134",1492.3475,537,2.24743333,41.71255278,44.2367688,187,701,189,129,533,544
"08135",387.8615,79,2.24905716,41.54994979,42.92741198,1648,5719,1381,1065,4271,4477
"08136",1024.8566,90,2.26531071,41.54301105,40.15061576,3494,10663,2083,2456,8206,8034
"08137",2684.5129,530,2.39517088,41.75971074,45.80466472,62,204,77,49,174,169
"08138",7583.4515,711,2.09879806,41.81146936,42.06215993,1253,3860,952,807,3085,2980
"08139",4766.6988,451,1.97570776,41.6987531,44.81057269,46,140,41,32,124,103
"08140",550.1073,261,1.90480876,41.75211432,44.81546218,1009,3869,1072,671,2895,3055
"08141",8075.676,370,1.87846147,41.9008495,44.37192691,1102,3808,1110,754,2997,3023
"08142",2487.1304,872,1.88524252,42.16597575,50.1656051,17,99,41,10,80,77
"08143",5228.8237,423,1.63846821,41.60541091,40.68289983,800,2288,526,552,1855,1759
"08144",3541.1272,558,1.90522095,42.05763181,48.61137441,119,531,194,77,410,434
"08145",3007.8573,189,1.72101622,41.31989266,41.39831697,786,2289,490,493,1823,1742
"08146",3077.7822,276,1.84885488,41.35335407,41.9527105,370,1129,235,239,915,819
"08147",1669.0672,125,1.89387309,41.54584016,40.58432405,5151,15149,3252,3571,11734,11818
"08148",3880.8196,209,1.81063174,41.31036088,39.5751026,847,2443,365,599,1929,1726
"08149",2902.6499,568,2.09617479,41.98591725,47.29156224,178,766,253,122,602,595
"08150",2704.04,709,2.22050814,42.0598174,43.0664557,55,219,42,37,160,156
"08151",6858.94,467,2.06026698,41.93204914,48.80804388,71,335,141,53,267,280
"08152",1526.4148,469,1.57520172,41.51914969,44.32089552,22,86,26,15,74,60
"08153",561.9722,255,2.35494034,41.55518612,41.4610951,140,461,93,91,359,335
"08154",608.7123,204,1.66960999,41.36067132,42.33148559,180,603,119,115,455,447
"08155",1641.546,19,2.74918364,41.66727049,39.98298986,2033,6074,1064,1360,4629,4542
"08156",1506.3715,147,2.18068232,41.58739422,41.56085054,3059,9638,1929,1977,7170,7456
"08157",843.7859,44,1.99610661,41.42412484,40.88446041,2525,7368,1523,1688,5690,5726
"08158",885.31,136,2.01042293,41.43887689,41.37737689,837,2686,579,579,2029,2073
"08159",906.838,92,2.23447723,41.57329035,40.65007907,3929,12627,2414,2698,9532,9438
"08160",1597.9973,753,2.1065794,42.0421094,47.53284672,62,257,92,33,210,201
"08161",5722.02,300,1.74711183,41.5207995,41.87547716,3175,9734,2285,2036,7743,7451
"08162",3350.0471,294,1.78743519,41.55191918,39.72147535,654,1905,342,440,1494,1407
"08163",1046.1463,10,2.68966552,41.6287647,43.82397814,4719,16900,4730,3099,13147,13202
"08164",949.2854,217,1.71293159,41.41788382,41.75568182,257,785,190,190,612,620
"08165",1855.18,265,1.67357315,41.55834535,42.31872146,459,1364,367,302,1109,1081
"08166",5151.5254,843,1.97474924,42.24430778,54.57976299,93,668,336,55,537,560
"08167",881.4964,125,2.15742381,41.5565656,37.04318263,2079,5607,697,1516,4232,4151
"08168",2538.17,574,1.51689813,41.41610117,46.84868421,64,306,86,31,253,203
"08169",3152.731,5,2.0926236,41.33095848,42.77368265,11915,41612,10370,8208,31364,32533
"08170",2602.46,606,1.54209814,41.70526754,46.43551402,76,345,114,53,285,250
"08171",1344.79,708,2.02937379,42.00936587,46.59771023,379,1634,520,254,1265,1268
"08172",196.3445,8,2.35662125,41.48960471,43.55713216,5126,18223,4700,3448,13698,14351
"08174",41.4734,237,1.70048194,41.40553891,42.51778656,107,316,83,82,253,253
"08175",4615.6252,455,1.88151932,41.97086915,48.23421439,596,2508,982,408,1996,2090
"08176",3152.9066,766,1.42076522,41.71757984,46.26600985,37,121,45,27,110,93
"08177",3773.7723,1059,1.97382762,42.10582802,44.40350877,13,30,14,10,30,27
"08178",4545.5871,364,1.70630113,41.72748048,45.49253731,91,336,109,59,271,265
"08179",1781.1455,354,1.9107575,41.63628777,42.05442177,141,502,92,100,379,356
"08180",440.2908,77,2.15517594,41.49708333,40.36106494,8176,24814,4909,5644,18776,19123
"08181",3676.4312,121,2.32542696,41.58658677,40.90375854,2310,6855,1371,1513,5275,5261
"08182",2764.7,204,1.87116652,41.69986456,41.98154982,768,2436,590,515,1954,1840
"08183",222.72,453,2.31045051,41.98389922,42.5915102,1206,3916,1003,845,2998,3127
"08184",3219.6332,123,2.03003252,41.49173695,40.92645035,15413,50201,9954,10542,37444,38124
"08185",4801.81,699,1.57832874,41.64443902,46.55652174,32,148,50,24,124,106
"08187",3752.8259,191,2.10778994,41.54695899,42.62419081,40330,134685,34916,27502,102153,107778
"08188",4485.278,738,1.96322301,42.05223484,41.47741935,37,93,25,24,84,71
"08189",2202.62,583,1.57460777,41.73635219,47.53205128,29,88,39,21,86,70
"08190",6697.3343,1214,1.73609251,42.22931792,52.60363636,16,193,66,7,157,118
"08191",6563.3616,278,1.89657043,41.8236577,47.12268729,1088,3978,1528,716,3173,3421
"08192",1692.2151,323,1.83917708,41.78453445,41.63327108,1621,4771,1104,1123,3709,3787
"08193",1770.4899,129,2.56928753,41.62356007,41.14980695,285,837,173,191,663,632
"08194",377.9054,15,2.21447569,41.43402794,41.35424858,7374,23537,5713,5059,18041,18583
"08195",1326.1823,814,2.12753816,42.08481721,48.19767442,7,60,19,7,44,42
"08196",567.1375,43,1.97523925,41.44675659,39.62513277,6270,17654,3379,4260,13568,13735
"08197",1186.3815,113,2.48247164,41.57427707,42.08551775,2255,6922,1581,1390,5326,5432
"08198",1392.2437,253,2.39990419,41.67229651,41.50374688,1219,3982,804,805,2990,3015
"08199",3465.68,869,2.17268926,41.98389071,44.10606061,142,582,134,103,452,406
"08200",2213.0022,32,2.04182116,41.3425371,42.84885929,15450,53155,13537,10385,40246,41896
"08201",2370.6776,808,2.15178208,42.05745693,51.59805825,61,315,139,42,258,257
"08202",6549.3622,158,2.4898404,41.6897174,41.79207414,3587,11309,2692,2454,8784,8804
"08203",1562.7161,73,2.60179064,41.62035299,41.4081571,712,2192,406,494,1728,1582
"08204",1078.3853,83,1.99575666,41.33636238,39.7290738,948,2633,457,654,2038,2000
"08205",4826.9751,123,2.08526472,41.47345403,39.22640645,21382,57795,10339,14039,43515,46001
"08206",629.6103,266,1.75308213,41.36446206,43.05918367,205,603,172,137,475,505
"08207",1073.1068,233,2.43430206,41.70476065,39.80664653,626,1709,313,386,1309,1339
"08208",1846.5198,173,1.87385015,41.49331375,41.3779661,1624,5036,1010,1024,3838,3832
"08209",1319.9079,87,2.2330792,41.52003914,44.3537627,1628,5548,1488,986,4299,4365
"08210",1502.9908,467,2.161917,41.68762454,41.42779156,1221,3960,864,794,3063,2982
"08211",1194.124,25,2.04579427,41.38074375,42.56808,8688,28375,7135,5673,21424,22774
"08212",2303.29,616,2.02329755,41.94388187,47.0990099,99,376,131,73,321,285
"08213",2194.2704,249,1.87003405,41.75150776,40.89532425,1849,5531,1132,1195,4199,4313
"08214",891.6524,139,2.35833463,41.5174919,43.39571476,1709,5803,1449,1111,4412,4549
"08215",89.6142,532,2.23718339,42.01563503,43.84274544,642,2202,609,412,1699,1754
"08216",2128.46,1075,2.02437969,42.1872088,45.83333333,4,18,8,2,19,11
"08217",557.7319,14,2.05542054,41.36756402,41.6720692,6984,21857,5032,4592,16500,17373
"08218",1642.7432,221,1.80667596,41.74476103,42.65552675,2160,6839,1803,1414,5402,5400
"08219",396.2452,11,2.39181862,41.50345155,43.02321186,4114,13199,3323,2667,9932,10704
"08220",1619.9298,595,2.32482499,41.92240618,41.72363754,653,2012,436,433,1528,1573
"08221",778.2541,125,2.07609668,41.38602589,42.68263473,3496,10801,2904,2348,8235,8966
"08222",1970,196,1.82533004,41.46817564,41.14448371,540,1671,336,375,1292,1255
"08223",4119.4927,466,2.05744502,41.67883526,45.44345616,409,1486,466,265,1195,1166
"08224",2589.21,730,2.20457246,41.76581942,41.27377778,214,775,136,135,581,544
"08225",1475.9187,632,2.07417404,42.02792876,50.33636364,15,66,29,10,55,55
"08226",3901.0124,457,1.52455178,41.55991606,42.03511706,280,711,205,183,610,586
"08227",3530.6496,295,1.61079036,41.38641303,42.87206756,645,2015,537,426,1571,1626
"08228",386.52,640,1.48983191,41.70149457,45.88700565,58,228,68,29,183,171
"08229",10232.3024,570,1.73482924,41.7956461,51.57446809,70,362,179,52,308,303
"08230",653.8488,139,2.34158045,41.50802045,42.13156114,2128,6690,1527,1359,5188,5157
"08231",4088.0304,44,1.77197485,41.26069324,40.840986,6215,20191,3736,4095,15095,15047
"08232",532.9193,245,1.70331245,41.45387708,43.60264618,493,1388,462,342,1170,1173
"08233",5499.72,619,2.29696989,42.0757299,44.51949118,414,1594,429,297,1263,1174
"08234",3430.3015,290,2.39042786,41.68357746,41.58590308,938,2808,567,600,2150,2163
"08235",754.0433,6,2.6244038,41.60194593,44.53358356,949,3155,958,616,2503,2559
"08236",1381.1402,326,1.66341002,41.4625267,42.55806452,460,1338,372,309,1109,1061
"08237",815.78,585,2.22310495,42.1005895,47.59130019,335,1258,499,209,1031,1061
"08238",1446,189,2.08098195,41.53329124,40.04238184,4584,13067,2216,3011,9715,10152
"08239",2556.9221,629,2.1549131,41.72792438,40.3062201,155,403,69,99,330,297
"08240",1895.142,156,1.79006877,41.4247105,41.66836615,2683,8204,1862,1799,6276,6473
"08241",3068.7,526,2.38128252,41.90203525,49.83544304,5,56,18,2,48,31
"08242",1335.29,337,1.79095095,41.64111656,49.86614173,31,164,59,19,124,130
"08243",865.8081,520,2.22232505,41.99305489,45.65079365,26,128,35,19,97,92
"08244",749.4108,72,2.01483385,41.3663146,39.32380599,2002,5187,893,1314,3965,4117
"08245",708.8222,56,2.2121554,41.45365731,42.90040562,21403,75300,20894,14890,58452,59145
"08246",698.47,537,2.2834746,41.9004949,43.14342629,391,1543,325,255,1156,1103
"08247",1390.03,569,2.18914692,41.91018978,40.64701319,288,835,166,214,652,637
"08248",1397.4328,218,2.2265844,41.65270716,42.16479506,1455,4579,1090,960,3578,3546
"08249",337.3971,238,1.72123979,41.38475733,41.10263158,85,246,49,53,196,184
"08250",2769.7839,391,1.60489809,41.55659597,41.50092327,2022,6267,1459,1428,4875,4873
"08251",1747.5117,169,1.66400812,41.32186526,38.96296791,1740,4851,889,1252,3801,3679
"08252",818.4466,134,2.12659424,41.51725339,41.2982045,6650,21773,4437,4659,16211,16649
"08253",2493.16,863,2.25696327,42.12682402,50.14285714,16,91,40,12,75,72
"08254",6204.8037,698,2.36954116,42.03533324,46.60157335,345,1368,448,215,1098,1063
"08255",5168.677,533,1.97804186,42.00149921,38.1,44,121,25,34,91,99
"08256",449.337,183,2.25352927,41.5197053,41.11188811,183,565,110,117,436,422
"08257",2529.8481,495,1.5300985,41.49926163,48.55284553,18,79,26,12,65,58
"08258",6647.5135,543,2.03438754,41.87083247,46.57572816,175,634,221,121,521,509
"08259",1697.7067,208,2.4439721,41.69278351,41.77073013,1939,6044,1303,1221,4662,4624
"08260",1569.2417,73,2.17904833,41.53543796,40.24818175,5653,16766,3155,3738,12900,12674
"08261",1264.6835,9,2.70713799,41.63570977,41.6524463,675,2201,476,447,1690,1662
"08262",1738.3636,177,1.86467074,41.66737557,43.05344086,1781,5942,1577,1208,4617,4683
"08263",915.7499,23,2.01065601,41.39272464,41.62797513,5565,18485,3932,3629,13932,14050
"08264",789.8888,142,2.50930848,41.57840228,41.95137117,1409,3972,891,845,3136,3136
"08265",659.24,556,2.27397845,42.06177103,43.55155155,397,1259,342,261,985,1013
"08266",3082.7366,84,2.1398926,41.49134054,42.93597006,10396,38395,8932,6666,28289,29434
"08267",2829.8882,204,2.1363655,41.60616497,40.19891132,1889,5863,1066,1266,4455,4363
"08268",4719.5757,660,1.85940418,42.14666431,50.98027444,147,692,327,92,573,593
"08269",3051.3574,662,2.28006068,41.83939841,43.24224862,687,2212,552,448,1726,1725
"08270",4370.3265,8,1.80568423,41.23716944,43.802573,5089,18975,4463,3314,14279,14248
"08271",1367.4632,880,2.16715728,42.0359988,46.70238095,15,51,18,5,36,48
"08272",3086.32,715,2.16062875,42.11247058,43.27979275,36,125,32,26,112,81
"08273",5591.1069,239,1.7964459,41.38137113,44.02987056,556,1938,519,362,1550,1463
"08274",2361.36,290,1.7528779,41.83132081,46.33835222,954,3709,1248,619,2882,3029
"08275",1889.61,552,2.32714018,41.95228581,42.82334385,54,214,49,42,159,158
"08276",4350.18,345,2.26623659,41.73875836,42.25153374,67,214,45,38,172,154
"08277",2930.4033,555,1.97750617,41.73773304,45.43005181,31,124,38,24,110,83
"08278",2735.9839,631,2.28776594,41.87339318,42.77443253,1280,4043,1021,856,3159,3185
"08279",7029.1574,281,2.01215141,41.56236346,41.36678711,44413,140223,31792,30814,106557,109871
"08280",3279.03,857,2.41993229,41.99557353,49.93103448,15,76,25,10,62,54
"08281",671.7183,119,2.31966318,41.50009229,44.10326859,1194,4064,1075,753,3117,3216
"08282",793.5567,137,2.26828224,41.48460833,41.64684789,1802,5701,1142,1180,4136,4509
"08283",1650.3833,597,2.22740699,41.85002707,42.18535864,1638,5205,1271,1080,4008,4106
"08284",8459.773,41,2.7192519,41.69992525,41.57293983,3433,10695,2509,2353,8427,8210
"08285",1351.6,507,2.26334489,42.04691464,43.3484816,2572,9110,2313,1789,6914,7081
"08286",1494.54,363,1.65873137,41.53379108,42.10520637,748,2453,506,468,1900,1807
"08287",2368.6322,210,1.72993358,41.44680602,43.34357143,283,887,230,190,726,674
"08288",3719.18,366,1.57242423,41.38739411,43.86758805,425,1438,380,256,1202,1041
"08289",1369.0505,125,1.9813139,41.35670959,39.72689076,1390,3918,642,940,2934,3016
"08290",738.8042,313,1.95745933,41.5276177,39.76436222,515,1278,261,348,1042,1012
"08291",4044.0362,391,1.91761844,41.60726894,39.21728824,1561,4065,702,1008,3239,3089
"08292",643.13,287,1.70566952,41.51894458,43.96671388,261,910,241,164,738,674
"08293",2806.11,1121,1.81820718,42.20392293,52.62549801,24,156,71,11,142,109
"08294",2216.8137,221,2.51016495,41.64771563,39.08856221,666,1846,277,493,1414,1375
